Season,AvgTime,FirstGame,LastGame,NbGames,Region,TournamentName
S10,1945,2020-09-25,2020-09-30,38,WR,World Championship Play-In 2020
S10,2008,2020-07-28,2020-09-24,62,FR,LFL Summer 2020
S10,1854,2020-08-24,2020-09-20,69,WR,EU Masters Summer 2020
S10,1977,2020-09-07,2020-09-09,10,KR,LCK Regional Finals 2020
S10,2114,2020-08-13,2020-09-06,48,NA,LCS Summer Playoffs 2020
S10,1971,2020-08-21,2020-09-06,30,EUW,LEC Summer Playoffs 2020
S10,2076,2020-08-16,2020-09-06,25,JP,LJL Summer Playoffs 2020
S10,2049,2020-08-22,2020-09-05,14,BR,CBLOL Split 2 Playoffs 2020
S10,1805,2020-08-26,2020-09-05,14,KR,LCK Summer Playoffs 2020
S10,1970,2020-08-15,2020-09-05,21,TR,TCL Summer Playoffs 2020
S10,1926,2020-08-19,2020-09-05,34,VN,VCS Summer Playoffs 2020
S10,1885,2020-08-10,2020-09-04,19,ES,LVP SLO Summer Playoffs 2020
S10,2213,2020-08-24,2020-08-31,10,KR,CK Summer Playoffs 2020
S10,1764,2020-08-15,2020-08-30,10,CIS,LCL Summer Playoffs 2020
S10,2048,2020-08-28,2020-08-30,12,CN,LPL Regional Finals 2020
S10,2109,2020-08-13,2020-08-30,38,PCS,PCS Summer Playoffs 2020
S10,2092,2020-08-15,2020-08-29,14,LAT,LLA Closing Playoffs 2020
S10,2004,2020-08-14,2020-08-28,23,OCE,OPL Split 2 Playoffs 2020
S10,1910,2020-08-14,2020-08-28,18,NA,NA Academy Summer Playoffs 2020
S10,1899,2020-08-13,2020-08-27,30,CN,LPL Summer Playoffs 2020
S10,1909,2020-06-17,2020-08-23,211,KR,LCK Summer 2020
S10,1867,2020-08-17,2020-08-20,61,WR,EU Masters Summer Play-In 2020
S10,1992,2020-06-18,2020-08-20,134,KR,CK Summer 2020
S10,1890,2020-08-13,2020-08-16,15,FR,LFL EM Qualification 2020
S10,1772,2020-08-05,2020-08-16,14,DE,Prime League Summer Playoffs 2020
S10,1980,2020-08-16,2020-08-16,8,PL,Ultraliga Season 5 Promotion Tournament
S10,1881,2020-06-19,2020-08-16,135,VN,VCS Summer 2020
S10,2020,2020-08-10,2020-08-15,12,BR,BRCC Split 2 Playoffs 2020
S10,1966,2020-06-09,2020-08-12,78,PL,Ultraliga Season 4
S10,1960,2020-06-06,2020-08-09,84,BR,CBLOL Split 2 2020
S10,1830,2020-06-20,2020-08-09,57,CIS,LCL Summer 2020
S10,2060,2020-06-12,2020-08-09,91,NA,LCS Summer 2020
S10,2015,2020-06-12,2020-08-09,90,EUW,LEC Summer 2020
S10,2062,2020-06-20,2020-08-09,66,LAT,LLA Closing 2020
S10,1933,2020-06-05,2020-08-09,335,CN,LPL Summer 2020
S10,1915,2020-06-05,2020-08-08,84,OCE,OPL Split 2 2020
S10,2014,2020-06-11,2020-08-07,90,NA,NA Academy Summer 2020
S10,2007,2020-06-15,2020-08-06,91,ES,LVP SLO Summer 2020
S10,1915,2020-06-13,2020-08-05,57,JP,LJL Summer 2020
S10,1909,2020-05-27,2020-08-02,91,IT,PG Nationals Summer 2020
S10,1886,2020-06-06,2020-08-02,91,TR,TCL Summer 2020
S10,1945,2020-06-20,2020-08-01,90,PCS,PCS Summer 2020
S10,1953,2020-06-09,2020-07-30,90,DE,Prime League Summer 2020
S10,2017,2020-06-08,2020-07-28,45,BR,BRCC Split 2 2020
S10,1908,2020-06-21,2020-07-26,55,CZ,Hitpoint Masters Season 14
S10,1917,2020-06-08,2020-07-14,56,PT,LPLOL Summer 2020
S10,1853,2020-04-12,2020-06-07,52,RO,REL Season 2
S10,2051,2020-05-28,2020-05-31,25,WR,Mid-Season Cup 2020
S10,1944,2020-05-07,2020-05-30,20,WR,Mid-Season Showdown 2020
S10,1883,2020-05-19,2020-05-19,5,BR,CBLOL Split 2 Promotion 2020
S10,1880,2020-05-11,2020-05-16,10,BR,BRCC Split 1 Playoffs 2020
S10,1963,2020-04-22,2020-05-10,71,WR,EU Masters Spring 2020
S10,1898,2020-04-27,2020-05-10,18,TR,TCL Spring Playoffs 2020
S10,1975,2020-05-02,2020-05-09,9,BR,CBLOL Split 1 Playoffs 2020
S10,2040,2020-02-03,2020-05-06,45,BR,BRCC Split 1 2020
S10,2057,2020-03-21,2020-05-04,26,JP,LJL Spring Playoffs 2020
S10,2018,2020-04-10,2020-05-03,40,PCS,PCS Spring Playoffs 2020
S10,2276,2020-04-25,2020-05-02,13,LAT,LLA Opening Playoffs 2020
S10,2005,2020-04-22,2020-05-02,31,CN,LPL Spring Playoffs 2020
S10,1854,2020-04-28,2020-04-30,12,KR,LCK Summer Promotion 2020
S10,2045,2020-01-25,2020-04-26,84,BR,CBLOL Split 1 2020
S10,2023,2020-04-18,2020-04-26,9,CIS,LCL Spring Playoffs 2020
S10,2080,2020-04-18,2020-04-25,15,KR,LCK Spring Playoffs 2020
S10,1876,2020-04-10,2020-04-24,26,OCE,OPL Split 1 Playoffs 2020
S10,1978,2020-02-06,2020-04-23,151,KR,CK Spring 2020
S10,1949,2020-01-13,2020-04-20,330,CN,LPL Spring 2020
S10,2001,2020-04-04,2020-04-19,31,NA,LCS Spring Playoffs 2020
S10,1990,2020-04-03,2020-04-19,31,EUW,LEC Spring Playoffs 2020
S10,2216,2020-02-15,2020-04-19,66,LAT,LLA Opening 2020
S10,1906,2020-04-10,2020-04-18,14,VN,VCS Spring Playoffs 2020
S10,2069,2020-04-02,2020-04-17,17,NA,NA Academy Spring Playoffs 2020
S10,2018,2020-02-05,2020-04-16,223,KR,LCK Spring 2020
S10,1980,2020-02-01,2020-04-14,73,TR,TCL Spring 2020
S10,1908,2020-02-22,2020-04-12,58,CIS,LCL Spring 2020
S10,2047,2020-04-06,2020-04-09,59,WR,EU Masters Spring Play-In 2020
S10,1945,2020-01-21,2020-04-09,71,FR,LFL Spring 2020
S10,1966,2020-02-29,2020-04-05,92,PCS,PCS Spring 2020
S10,1831,2020-01-31,2020-04-05,137,VN,VCS Spring 2020
S10,1917,2020-01-31,2020-04-04,84,OCE,OPL Split 1 2020
S10,2083,2020-01-23,2020-04-02,109,ES,LVP SLO Spring 2020
S10,2033,2020-01-28,2020-04-01,78,PL,Ultraliga Season 3
S10,2059,2020-01-25,2020-03-30,94,NA,LCS Spring 2020
S10,1867,2020-03-15,2020-03-29,21,CZ,Hitpoint Masters Season 13 Playoffs - Legends
S10,1928,2020-01-22,2020-03-29,75,IT,PG Nationals Spring 2020
S10,1981,2020-01-21,2020-03-29,109,DE,Prime League Spring 2020
S10,2025,2020-01-24,2020-03-28,90,EUW,LEC Spring 2020
S10,2068,2020-01-25,2020-03-27,90,NA,NA Academy Spring 2020
S10,2045,2020-01-18,2020-03-22,70,PT,LPLOL Spring 2020
S10,2142,2020-02-08,2020-03-12,57,JP,LJL Spring 2020
S10,1961,2020-01-26,2020-03-08,56,CZ,Hitpoint Masters Season 13
S10,1905,2019-12-23,2020-01-05,46,KR,Kespa Cup 2019
S10,1878,2019-12-21,2019-12-29,72,CN,Demacia Cup 2019
S11,1871,2021-12-22,2021-12-26,17,VN,VCS Winter Playoffs 2021
S11,1789,2021-11-16,2021-12-17,131,VN,VCS Winter 2021
S11,1859,2021-11-22,2021-12-07,24,GR,GLL Winter Playoffs 2021
S11,1885,2021-10-11,2021-11-16,56,GR,GLL Winter 2021
S11,1846,2021-10-03,2021-11-14,49,DE,Prime League Winter Cup 2021
S11,1973,2021-10-30,2021-11-13,25,PT,LPLOL Grand Final 2021
S11,2064,2021-10-11,2021-11-06,83,WR,World Championship 2021
S11,1801,2021-10-05,2021-10-09,38,WR,World Championship Play-In 2021
S11,1846,2021-08-27,2021-10-04,10,FR,LFL Finals 2021
S11,1884,2021-09-02,2021-09-26,86,NA,LCS Proving Grounds Summer 2021
S11,1847,2021-09-20,2021-09-24,18,FR,LFL Promotion 2021
S11,1862,2021-08-30,2021-09-19,78,WR,EU Masters Summer 2021
S11,1730,2021-09-08,2021-09-09,9,JP,LJL Academy Playoffs 2021
S11,1995,2021-08-30,2021-09-07,30,JP,LJL Academy 2021
S11,2046,2021-08-08,2021-09-05,20,JP,LJL Summer Playoffs 2021
S11,1915,2021-09-03,2021-09-05,10,CN,LPL Regional Finals 2021
S11,1830,2021-08-07,2021-09-04,19,BR,CBLOL Split 2 Playoffs 2021
S11,1928,2021-08-13,2021-09-04,25,CIS,LCL Summer Playoffs 2021
S11,1959,2021-08-14,2021-09-04,20,TR,TCL Summer Playoffs 2021
S11,1980,2021-08-31,2021-09-02,12,KR,LCK Regional Finals 2021
S11,2041,2021-08-12,2021-09-02,46,CN,LPL Summer Playoffs 2021
S11,1967,2021-08-17,2021-08-31,20,OCE,LCO Split 2 Playoffs 2021
S11,1965,2021-08-07,2021-08-29,47,NA,LCS Championship 2021
S11,1872,2021-08-13,2021-08-29,34,EUW,LEC Summer Playoffs 2021
S11,1887,2021-08-12,2021-08-29,40,PCS,PCS Summer Playoffs 2021
S11,1914,2021-08-10,2021-08-28,18,BR,CBLOL Academy Split 2 Playoffs 2021
S11,2101,2021-08-18,2021-08-28,18,KR,LCK Summer Playoffs 2021
S11,2010,2021-08-14,2021-08-28,13,LAT,LLA Closing Playoffs 2021
S11,2067,2021-08-16,2021-08-27,23,KR,LCK CL Summer Playoffs 2021
S11,1972,2021-08-23,2021-08-26,16,FR,LFL Div2 Summer Playoffs 2021
S11,1828,2021-08-16,2021-08-19,63,WR,EU Masters Summer Play-In 2021
S11,2080,2021-08-05,2021-08-19,24,NA,NA Academy Summer Playoffs 2021
S11,1914,2021-06-14,2021-08-17,90,FR,LFL Div2 Summer 2021
S11,2016,2021-06-09,2021-08-15,226,KR,LCK Summer 2021
S11,2033,2021-08-04,2021-08-12,16,FR,LFL Summer Playoffs 2021
S11,1796,2021-08-02,2021-08-12,21,ES,LVP Summer Playoffs 2021
S11,1879,2021-08-07,2021-08-11,14,LT,Baltic Masters Summer Playoffs 2021
S11,1925,2021-06-15,2021-08-11,84,OCE,LCO Split 2 2021
S11,2158,2021-07-27,2021-08-11,24,PL,Ultraliga Season 6 Playoffs
S11,1991,2021-07-27,2021-08-10,16,NL,Dutch League Summer Playoffs 2021
S11,2012,2021-06-07,2021-08-10,92,KR,LCK CL Summer 2021
S11,1879,2021-07-26,2021-08-09,17,BE,Belgian League Summer Playoffs 2021
S11,1807,2021-07-22,2021-08-08,31,CZ,Hitpoint Masters Summer Playoffs 2021
S11,1854,2021-06-26,2021-08-08,55,CIS,LCL Summer 2021
S11,1986,2021-06-19,2021-08-08,66,LAT,LLA Closing 2021
S11,1866,2021-06-07,2021-08-08,328,CN,LPL Summer 2021
S11,2017,2021-07-27,2021-08-08,22,EUW,NLC Summer Playoffs 2021
S11,1809,2021-07-09,2021-08-08,93,PCS,PCS Summer 2021
S11,1791,2021-07-27,2021-08-08,17,DE,Prime League Summer Playoffs 2021
S11,1952,2021-06-12,2021-08-08,92,TR,TCL Summer 2021
S11,1846,2021-07-20,2021-08-07,30,IT,PG Nationals Summer Playoffs 2021
S11,1919,2021-06-08,2021-08-04,90,BR,CBLOL Academy Split 2 2021
S11,2009,2021-06-19,2021-08-04,58,JP,LJL Summer 2021
S11,2008,2021-07-26,2021-08-03,15,PT,LPLOL Summer Playoffs 2021
S11,1943,2021-06-05,2021-08-01,90,BR,CBLOL Split 2 2021
S11,1974,2021-06-04,2021-08-01,135,NA,LCS Summer 2021
S11,1927,2021-06-11,2021-08-01,90,EUW,LEC Summer 2021
S11,1804,2021-06-14,2021-07-30,58,RS,EBL Season 9
S11,1833,2021-06-02,2021-07-29,180,NA,NA Academy Summer 2021
S11,1978,2021-05-31,2021-07-29,90,ES,LVP SL Summer 2021
S11,1948,2021-06-08,2021-07-28,85,FR,LFL Summer 2021
S11,1848,2021-07-12,2021-07-27,23,GR,GLL Summer Playoffs 2021
S11,1818,2021-06-01,2021-07-22,91,DE,Prime League Summer 2021
S11,1924,2021-06-07,2021-07-21,57,PT,LPLOL Summer 2021
S11,1923,2021-06-08,2021-07-21,57,PL,Ultraliga Season 6
S11,1852,2021-06-15,2021-07-20,30,LT,Baltic Masters Summer 2021
S11,1897,2021-06-01,2021-07-20,30,NL,Dutch League Summer 2021
S11,1884,2021-06-02,2021-07-20,96,EUW,NLC Summer 2021
S11,1867,2021-05-31,2021-07-19,30,BE,Belgian League Summer 2021
S11,1862,2021-06-17,2021-07-18,56,CZ,Hitpoint Masters 2021 Summer
S11,1818,2021-06-01,2021-07-08,57,IT,PG Nationals Summer 2021
S11,1780,2021-05-31,2021-07-06,55,GR,GLL Summer 2021
S11,2074,2021-06-23,2021-07-03,14,CZ,Hitpoint Challengers 2021 Summer
S11,1804,2021-05-06,2021-05-23,81,WR,MSI 2021
S11,1941,2021-04-14,2021-05-02,70,WR,EU Masters Spring 2021
S11,1907,2021-03-31,2021-04-25,80,NA,LCS Proving Grounds Spring 2021
S11,1867,2021-03-27,2021-04-18,22,BR,CBLOL Split 1 Playoffs 2021
S11,1859,2021-04-01,2021-04-18,48,CN,LPL Spring Playoffs 2021
S11,1940,2021-04-01,2021-04-18,37,PCS,PCS Spring Playoffs 2021
S11,1768,2021-04-10,2021-04-18,16,VN,VCS Spring Playoffs 2021
S11,1915,2021-03-30,2021-04-17,23,BR,CBLOL Academy Split 1 Playoffs 2021
S11,2119,2021-04-03,2021-04-17,11,CIS,LCL Spring Playoffs 2021
S11,1882,2021-04-03,2021-04-17,22,TR,TCL Spring Playoffs 2021
S11,2019,2021-03-20,2021-04-11,31,NA,LCS Mid-Season Showdown 2021
S11,2011,2021-03-26,2021-04-11,33,EUW,LEC Spring Playoffs 2021
S11,1841,2021-03-14,2021-04-11,24,JP,LJL Spring Playoffs 2021
S11,2122,2021-03-31,2021-04-10,18,KR,LCK Spring Playoffs 2021
S11,2012,2021-03-30,2021-04-10,22,OCE,LCO Split 1 Playoffs 2021
S11,2047,2021-03-28,2021-04-10,13,LAT,LLA Opening Playoffs 2021
S11,1782,2021-03-29,2021-04-09,18,KR,LCK CL Spring Playoffs 2021
S11,1824,2021-01-22,2021-04-04,143,VN,VCS Spring 2021
S11,1822,2021-03-29,2021-04-01,58,WR,EU Masters Spring Play-In 2021
S11,1977,2021-01-13,2021-03-28,215,KR,LCK Spring 2021
S11,1953,2021-02-13,2021-03-28,58,CIS,LCL Spring 2021
S11,1844,2021-01-09,2021-03-28,306,CN,LPL Spring 2021
S11,1683,2021-03-20,2021-03-27,10,RS,EBL Season 8 Playoffs
S11,1780,2021-02-23,2021-03-27,57,OCE,LCO Split 1 2021
S11,1829,2021-03-17,2021-03-25,15,FR,LFL Spring Playoffs 2021
S11,2119,2021-03-15,2021-03-25,18,ES,LVP SL Spring Playoffs 2021
S11,1789,2021-03-10,2021-03-24,32,CZ,Hitpoint Challengers 2021 Spring Playoffs
S11,1987,2021-01-19,2021-03-24,81,PL,Ultraliga Season 5
S11,1880,2021-03-09,2021-03-23,15,NL,Dutch League Spring Playoffs 2021
S11,1896,2021-03-01,2021-03-23,24,GR,GLL 2021 Spring Playoffs
S11,1930,2021-01-18,2021-03-23,93,KR,LCK CL Spring 2021
S11,1987,2021-03-08,2021-03-22,16,BE,Belgian League Spring Playoffs 2021
S11,2080,2021-01-30,2021-03-22,67,LAT,LLA Opening 2021
S11,1909,2021-03-04,2021-03-21,35,CZ,Hitpoint Masters 2021 Spring Playoffs
S11,1768,2021-03-15,2021-03-21,10,PT,LPLOL Spring Playoffs 2021
S11,1860,2021-03-02,2021-03-21,27,EUW,NLC Spring Playoffs 2021
S11,1795,2021-02-19,2021-03-21,91,PCS,PCS Spring 2021
S11,1908,2021-03-01,2021-03-21,33,IT,PG Nationals Spring Playoffs 2021
S11,1950,2021-03-09,2021-03-21,18,DE,Prime League Spring Playoffs 2021
S11,1888,2021-01-23,2021-03-21,91,TR,TCL Spring 2021
S11,1996,2021-01-19,2021-03-17,90,BR,CBLOL Academy Split 1 2021
S11,1909,2021-01-16,2021-03-14,90,BR,CBLOL Split 1 2021
S11,1840,2021-01-25,2021-03-14,59,RS,EBL Season 8
S11,2038,2021-02-05,2021-03-14,90,NA,LCS Spring 2021
S11,1983,2021-01-22,2021-03-14,90,EUW,LEC Spring 2021
S11,1930,2021-01-19,2021-03-11,91,FR,LFL Spring 2021
S11,2005,2021-01-23,2021-03-11,57,JP,LJL Spring 2021
S11,2021,2021-01-18,2021-03-11,92,ES,LVP Superliga Spring 2021
S11,1919,2021-01-25,2021-03-10,57,PT,LPLOL Spring 2021
S11,1892,2021-03-02,2021-03-09,13,LT,Baltic Masters Spring Playoffs 2021
S11,1920,2021-02-03,2021-03-06,57,CZ,Hitpoint Challengers 2021 Spring
S11,1838,2021-01-19,2021-03-04,90,DE,Prime League Spring 2021
S11,1912,2021-01-12,2021-03-02,30,NL,Dutch League Spring 2021
S11,1890,2021-01-11,2021-03-01,30,BE,Belgian League Spring 2021
S11,1920,2021-01-27,2021-02-28,57,CZ,Hitpoint Masters 2021 Spring
S11,1785,2021-01-26,2021-02-25,31,LT,Baltic Masters Spring 2021
S11,1965,2021-01-19,2021-02-25,64,EUW,NLC Spring 2021
S11,1833,2021-01-13,2021-02-25,57,IT,PG Nationals Spring 2021
S11,1885,2021-01-18,2021-02-23,57,GR,GLL 2021 Spring
S11,1987,2021-01-20,2021-02-17,45,NA,NA Academy Spring 2021
S11,1842,2021-01-15,2021-01-31,42,NA,LCS Lock In 2021
S11,1933,2020-12-21,2021-01-02,33,KR,KeSPA Cup 2020
S11,1867,2020-12-21,2020-12-27,65,CN,Demacia Cup 2020
S11,1794,2020-11-01,2020-11-15,34,PL,Trinity Force Puchar Polski
S12,1900,2022-10-07,2022-11-05,80,WR,World Championship 2022
S12,1869,2022-09-29,2022-10-04,47,WR,World Championship Play-In 2022
S12,1831,2022-08-29,2022-09-25,77,WR,EU Masters Summer 2022
S12,1967,2022-09-12,2022-09-20,19,FR,LFL Promotion 2023
S12,2025,2022-08-20,2022-09-11,55,NA,LCS Championship 2022
S12,2027,2022-08-26,2022-09-11,31,EUW,LEC Summer Playoffs 2022
S12,1924,2022-08-15,2022-09-10,15,BR,CBLOL Academy Split 2 Playoffs 2022
S12,1933,2022-08-20,2022-09-10,21,TR,TCL Summer Playoffs 2022
S12,1997,2022-08-15,2022-09-04,22,OCE,LCO Split 2 Playoffs 2022
S12,1983,2022-08-24,2022-09-04,23,JP,LJL Summer Playoffs 2022
S12,2241,2022-09-02,2022-09-04,14,CN,LPL Regional Finals 2022
S12,2049,2022-08-18,2022-09-04,45,PCS,PCS Summer Playoffs 2022
S12,1792,2022-08-24,2022-09-04,22,VN,VCS Summer Playoffs 2022
S12,1950,2022-08-12,2022-09-03,31,BR,CBLOL Split 2 Playoffs 2022
S12,1972,2022-09-01,2022-09-03,14,KR,LCK Regionals Finals 2022
S12,2041,2022-08-16,2022-09-01,51,CN,LPL Summer Playoffs 2022
S12,1935,2022-08-03,2022-08-31,90,NA,LCS Proving Grounds Summer 2022
S12,2080,2022-08-17,2022-08-28,21,KR,LCK Summer Playoffs 2022
S12,1826,2022-08-24,2022-08-27,58,WR,EU Masters Summer Play-In 2022
S12,2020,2022-08-05,2022-08-27,33,LAT,LLA Closing Playoffs 2022
S12,1954,2022-08-15,2022-08-26,25,KR,LCK CL Summer Playoffs 2022
S12,1929,2022-08-07,2022-08-21,16,CZ,Hitpoint Masters Summer Playoffs 2022
S12,1852,2022-07-07,2022-08-21,139,VN,VCS Summer 2022
S12,1976,2022-08-01,2022-08-20,24,EUW,NLC Summer Playoffs 2022
S12,2038,2022-08-02,2022-08-20,23,DE,Prime League Summer Playoffs 2022
S12,1903,2022-08-01,2022-08-20,24,ES,LVP SL Summer Playoffs 2022
S12,1939,2022-08-03,2022-08-18,24,FR,LFL Summer Playoffs 2022
S12,1936,2022-06-24,2022-08-17,84,JP,LJL Summer 2022
S12,1970,2022-08-15,2022-08-17,13,TR,Turkey Academy Summer Playoffs 2022
S12,1915,2022-08-02,2022-08-17,22,PL,Ultraliga Season 8 Playoffs
S12,1924,2022-08-01,2022-08-16,20,FR,LFL Div2 Summer Playoffs 2022
S12,2114,2022-08-02,2022-08-16,25,ES,LVP2 Summer Playoffs 2022
S12,1978,2022-06-15,2022-08-14,214,KR,LCK Summer 2022
S12,1982,2022-06-17,2022-08-14,91,NA,LCS Summer 2022
S12,2012,2022-06-17,2022-08-14,92,EUW,LEC Summer 2022
S12,1876,2022-06-10,2022-08-14,343,CN,LPL Summer 2022
S12,1853,2022-06-11,2022-08-14,91,TR,TCL Summer 2022
S12,2073,2022-07-25,2022-08-13,16,RS,EBL Summer Playoffs 2022
S12,1992,2022-06-13,2022-08-12,180,KR,LCK CL Summer 2022
S12,1819,2022-06-09,2022-08-12,90,TR,Turkey Academy Summer 2022
S12,1996,2022-06-13,2022-08-09,90,BR,CBLOL Academy Split 2 2022
S12,1807,2022-06-06,2022-08-09,84,OCE,LCO Split 2 2022
S12,1972,2022-06-11,2022-08-07,90,BR,CBLOL Split 2 2022
S12,2033,2022-07-31,2022-08-07,17,BE,Elite Series Summer Playoffs 2022
S12,2074,2022-07-27,2022-08-07,17,PT,LPLOL Summer Playoffs 2022
S12,1814,2022-07-01,2022-08-07,92,PCS,PCS Summer 2022
S12,2011,2022-07-26,2022-08-07,15,IT,PG Nationals Summer Playoffs 2022
S12,1833,2022-07-18,2022-07-31,13,GR,GLL Summer Playoffs 2022
S12,1909,2022-06-11,2022-07-31,57,LAT,LLA Closing 2022
S12,1888,2022-05-31,2022-07-31,91,DE,Prime League Summer 2022
S12,1958,2022-06-08,2022-07-29,180,NA,NA Academy Summer 2022
S12,1848,2022-06-06,2022-07-28,56,CZ,Hitpoint Masters Summer 2022
S12,1994,2022-06-01,2022-07-28,90,FR,LFL Summer 2022
S12,2005,2022-05-30,2022-07-28,90,ES,LVP SL Summer 2022
S12,1959,2022-05-30,2022-07-27,90,EUW,NLC Summer 2022
S12,1915,2022-05-31,2022-07-27,90,ES,LVP2 Summer 2022
S12,1956,2022-05-31,2022-07-27,90,PL,Ultraliga Season 8
S12,1928,2022-05-30,2022-07-26,90,FR,LFL Div2 Summer 2022
S12,1878,2022-06-06,2022-07-25,56,PT,LPLOL Summer 2022
S12,1864,2022-06-06,2022-07-21,56,RS,EBL Summer 2022
S12,1939,2022-06-06,2022-07-20,57,BE,Elite Series Summer 2022
S12,1870,2022-06-07,2022-07-20,56,IT,PG Nationals Summer 2022
S12,1937,2022-05-30,2022-07-12,56,GR,GLL Summer 2022
S12,1753,2022-05-10,2022-05-29,77,WR,MSI 2022
S12,1916,2022-04-14,2022-05-07,74,WR,EU Masters Spring 2022
S12,1917,2022-04-02,2022-04-24,29,NA,LCS Spring Playoffs 2022
S12,1849,2022-04-16,2022-04-24,12,VN,VCS Spring Playoffs 2022
S12,2039,2022-03-25,2022-04-23,32,BR,CBLOL Split 1 Playoffs 2022
S12,1960,2022-03-26,2022-04-23,51,CN,LPL Spring Playoffs 2022
S12,1906,2022-03-31,2022-04-17,45,PCS,PCS Spring Playoffs 2022
S12,1982,2022-04-05,2022-04-16,20,BR,CBLOL Academy Split 1 Playoffs 2022
S12,2057,2022-03-18,2022-04-16,31,LAT,LLA Opening Playoffs 2022
S12,1873,2022-03-16,2022-04-15,90,NA,LCS Proving Grounds Spring 2022
S12,1753,2022-02-11,2022-04-13,132,VN,VCS Spring 2022
S12,1933,2022-03-28,2022-04-11,22,OCE,LCO Sprit 1 Playoffs 2022
S12,1923,2022-03-25,2022-04-10,30,EUW,LEC Spring Playoffs 2022
S12,2030,2022-03-30,2022-04-10,24,JP,LJL Spring Playoffs 2022
S12,1985,2022-03-26,2022-04-09,20,TR,TCL Winter Playoffs 2022
S12,1861,2022-04-04,2022-04-07,58,WR,EU Masters Spring Play-In 2022
S12,2016,2022-03-21,2022-04-05,23,FR,LFL Div2 Spring Playoffs 2022
S12,2013,2022-03-23,2022-04-02,20,KR,LCK Spring Playoffs 2022
S12,1913,2022-03-21,2022-04-01,23,KR,LCK CL Spring Playoffs 2022
S12,2080,2022-03-16,2022-03-31,24,FR,LFL Spring Playoffs 2022
S12,1851,2022-03-14,2022-03-30,21,EUW,NLC Spring Playoffs 2022
S12,1897,2022-03-14,2022-03-30,21,ES,LVP SL Spring Playoffs 2022
S12,1840,2022-03-15,2022-03-30,22,PL,Ultraliga Season 7 Playoffs
